Diet;Line;Line 1;Line 2;Line 3;SP;Prediction.OUT;Validation.OUT;FK
BK31582M;1;1;0;0;6000;;40;BK31582M_1_6000
BK32575M;1;1;0;0;6500;;40;BK32575M_1_6500
BK33299M;1;1;0;0;7000;;40;BK33299M_1_7000
BK34683M;1;1;0;0;7000;;40;BK34683M_1_7000
BK34683M;1;1;0;0;6000;;40;BK34683M_1_6000
BK34889M;1;1;0;0;6000;;40;BK34889M_1_6000
BK6135M;1;1;0;0;6000;;40;BK6135M_1_6000
BK6135M;1;1;0;0;6000;;40;BK6135M_1_6000
BK6313M;1;1;0;0;7500;;40;BK6313M_1_7500
BK7102M;1;1;0;0;6500;;40;BK7102M_1_6500
BK7125M;1;1;0;0;7500;;40;BK7125M_1_7500
BK7719M;1;1;0;0;7000;;40;BK7719M_1_7000
BK9550M;1;1;0;0;6500;;40;BK9550M_1_6500
BK7126M;1;1;0;0;6500;;41;BK7126M_1_6500
BK23678M;1;1;0;0;8600;;41;BK23678M_1_8600
BK25634M;1;1;0;0;6500;;41;BK25634M_1_6500
BK29154M;1;1;0;0;7000;;42;BK29154M_1_7000
BK29478M;1;1;0;0;6500;;42;BK29478M_1_6500
BK30941M;1;1;0;0;7500;;42;BK30941M_1_7500
BK35051M;1;1;0;0;6500;;42;BK35051M_1_6500
BK5850M;1;1;0;0;7000;;42;BK5850M_1_7000
BK27078M;1;1;0;0;8000;;44;BK27078M_1_8000
BK27397M;1;1;0;0;9300;;44;BK27397M_1_9300
BK24571M;1;1;0;0;7500;;45;BK24571M_1_7500
BK25043M;1;1;0;0;9000;;45;BK25043M_1_9000
BK25043M;1;1;0;0;9000;;45;BK25043M_1_9000
BK25499M;1;1;0;0;10000;;45;BK25499M_1_10000
BK25499M;1;1;0;0;10000;;45;BK25499M_1_10000
BK28322M;1;1;0;0;8000;;45;BK28322M_1_8000
BK30423M;1;1;0;0;10000;;45;BK30423M_1_10000
BK31609M;1;1;0;0;8000;;45;BK31609M_1_8000
BK31609M;1;1;0;0;8000;;45;BK31609M_1_8000
BK31609M;1;1;0;0;8000;;45;BK31609M_1_8000
BK32938M;1;1;0;0;7000;;45;BK32938M_1_7000
BK33320M;1;1;0;0;7000;;45;BK33320M_1_7000
BK33320M;1;1;0;0;7000;;45;BK33320M_1_7000
BK34466M;1;1;0;0;7000;;45;BK34466M_1_7000
BK4195M;1;1;0;0;8000;;45;BK4195M_1_8000
BK4195M;1;1;0;0;8000;;45;BK4195M_1_8000
BK4199M;1;1;0;0;8000;;45;BK4199M_1_8000
BK4199M;1;1;0;0;8000;;45;BK4199M_1_8000
BK4223M;1;1;0;0;8000;;45;BK4223M_1_8000
BK4223M;1;1;0;0;8000;;45;BK4223M_1_8000
BK4464M;1;1;0;0;10000;;45;BK4464M_1_10000
BK4596M;1;1;0;0;7700;;45;BK4596M_1_7700
BK4629M;1;1;0;0;9300;;45;BK4629M_1_9300
BK6000M;1;1;0;0;8000;;45;BK6000M_1_8000
BK6227M;1;1;0;0;8000;;45;BK6227M_1_8000
BK6227M;1;1;0;0;8000;;45;BK6227M_1_8000
BK6761M;1;1;0;0;8800;;45;BK6761M_1_8800
BK7543M;1;1;0;0;9000;;45;BK7543M_1_9000
BK7624M;1;1;0;0;9000;;45;BK7624M_1_9000
BK7719M;1;1;0;0;7000;;45;BK7719M_1_7000
BK8057M;1;1;0;0;7000;;45;BK8057M_1_7000
BK8522M;1;1;0;0;9000;;45;BK8522M_1_9000
BK8525M;1;1;0;0;9000;;45;BK8525M_1_9000
BK8668M;1;1;0;0;8000;;45;BK8668M_1_8000
BK8668M;1;1;0;0;8000;;45;BK8668M_1_8000
BK8697M;1;1;0;0;9000;;45;BK8697M_1_9000
BK8697M;1;1;0;0;9000;;45;BK8697M_1_9000
BK8798M;1;1;0;0;8000;;45;BK8798M_1_8000
BK8798M;1;1;0;0;8000;;45;BK8798M_1_8000
BK8900M;1;1;0;0;7800;;45;BK8900M_1_7800
BK8900M;1;1;0;0;7800;;45;BK8900M_1_7800
BK9423M;1;1;0;0;8000;;45;BK9423M_1_8000
BK9423M;1;1;0;0;8000;;45;BK9423M_1_8000
BK9873M;1;1;0;0;8000;;45;BK9873M_1_8000
BK9873M;1;1;0;0;8000;;45;BK9873M_1_8000
BK24810M;1;1;0;0;7000;;45;BK24810M_1_7000
BK25529M;1;1;0;0;8000;;45;BK25529M_1_8000
BK28322M;1;1;0;0;8000;;45;BK28322M_1_8000
BK29471M;1;1;0;0;8000;;45;BK29471M_1_8000
BK29474M;1;1;0;0;7000;;45;BK29474M_1_7000
BK29474M;1;1;0;0;7000;;45;BK29474M_1_7000
BK31399M;1;1;0;0;8000;;45;BK31399M_1_8000
BK33647M;1;1;0;0;6000;;45;BK33647M_1_6000
BK34433M;1;1;0;0;7000;;45;BK34433M_1_7000
BK34466M;1;1;0;0;7000;;45;BK34466M_1_7000
BK34568M;1;1;0;0;7000;;45;BK34568M_1_7000
BK34568M;1;1;0;0;7000;;45;BK34568M_1_7000
BK34685M;1;1;0;0;8000;;45;BK34685M_1_8000
BK34706M;1;1;0;0;6000;;45;BK34706M_1_6000
BK34706M;1;1;0;0;6000;;45;BK34706M_1_6000
BK34833M;1;1;0;0;8000;;45;BK34833M_1_8000
BK5836M;1;1;0;0;7700;;45;BK5836M_1_7700
BK6140M;1;1;0;0;9000;;45;BK6140M_1_9000
BK6140M;1;1;0;0;9000;;45;BK6140M_1_9000
BK6224M;1;1;0;0;8000;;45;BK6224M_1_8000
BK6224M;1;1;0;0;8000;;45;BK6224M_1_8000
BK6500M;1;1;0;0;8000;;45;BK6500M_1_8000
BK6500M;1;1;0;0;8000;;45;BK6500M_1_8000
BK7338M;1;1;0;0;7500;;45;BK7338M_1_7500
BK7338M;1;1;0;0;7500;;45;BK7338M_1_7500
BK8533M;1;1;0;0;9000;;45;BK8533M_1_9000
BK8667M;1;1;0;0;8000;;45;BK8667M_1_8000
BK8667M;1;1;0;0;8000;;45;BK8667M_1_8000
BK8812M;1;1;0;0;8000;;45;BK8812M_1_8000
BK8812M;1;1;0;0;8000;;45;BK8812M_1_8000
BK8917M;1;1;0;0;9000;;45;BK8917M_1_9000
BK34285M;1;1;0;0;7200;;46;BK34285M_1_7200
BK24461M;1;1;0;0;7500;;47;BK24461M_1_7500
BK27182M;1;1;0;0;9000;;47;BK27182M_1_9000
BK31126M;1;1;0;0;8000;;47;BK31126M_1_8000
BK25831M;1;1;0;0;8000;;48;BK25831M_1_8000
BK27177M;1;1;0;0;7700;;48;BK27177M_1_7700
BK30965M;1;1;0;0;7700;;48;BK30965M_1_7700
BK31118M;1;1;0;0;8500;;48;BK31118M_1_8500
BK4596M;1;1;0;0;7700;;48;BK4596M_1_7700
BK5836M;1;1;0;0;7700;;48;BK5836M_1_7700
BK25352M;1;1;0;0;7700;;48;BK25352M_1_7700
BK25352M;1;1;0;0;7700;;48;BK25352M_1_7700
BK30965M;1;1;0;0;7000;;48;BK30965M_1_7000
BK27897M;1;1;0;0;8000;;49;BK27897M_1_8000
BK27407M;1;1;0;0;8000;;50;BK27407M_1_8000
BK29634M;1;1;0;0;8000;;50;BK29634M_1_8000
BK31301M;1;1;0;0;7000;;50;BK31301M_1_7000
BK4191M;1;1;0;0;9500;;50;BK4191M_1_9500
BK4191M;1;1;0;0;9500;;50;BK4191M_1_9500
BK4192M;1;1;0;0;9500;;50;BK4192M_1_9500
BK4192M;1;1;0;0;9500;;50;BK4192M_1_9500
BK4193M;1;1;0;0;9500;;50;BK4193M_1_9500
BK4193M;1;1;0;0;9500;;50;BK4193M_1_9500
BK6313M;1;1;0;0;7500;;50;BK6313M_1_7500
BK6500M;1;1;0;0;8000;;50;BK6500M_1_8000
BK7338M;1;1;0;0;7500;;50;BK7338M_1_7500
BK1000M;1;1;0;0;7000;;50;BK1000M_1_7000
BK25832M;1;1;0;0;8000;;50;BK25832M_1_8000
BK27176M;1;1;0;0;8500;;50;BK27176M_1_8500
BK27404M;1;1;0;0;8000;;50;BK27404M_1_8000
BK27565M;1;1;0;0;7500;;50;BK27565M_1_7500
BK28835M;1;1;0;0;7000;;50;BK28835M_1_7000
BK29634M;1;1;0;0;8000;;50;BK29634M_1_8000
BK34285M;1;1;0;0;7200;;50;BK34285M_1_7200
BK34827M;1;1;0;0;8000;;50;BK34827M_1_8000
BK36338M;1;1;0;0;8000;;50;BK36338M_1_8000
BK4838M;1;1;0;0;7000;;50;BK4838M_1_7000
BK4838M;1;1;0;0;7000;;50;BK4838M_1_7000
BK4838M;1;1;0;0;7000;;50;BK4838M_1_7000
BK6797M;1;1;0;0;8500;;50;BK6797M_1_8500
BK8798M;1;1;0;0;8000;;50;BK8798M_1_8000
BK8811M;1;1;0;0;9500;;50;BK8811M_1_9500
BK8811M;1;1;0;0;9500;;50;BK8811M_1_9500
BK25038M;1;1;0;0;8000;;51;BK25038M_1_8000
BK25088M;1;1;0;0;8000;;51;BK25088M_1_8000
BK29472M;1;1;0;0;8000;;51;BK29472M_1_8000
BK31119M;1;1;0;0;8800;;51;BK31119M_1_8800
BK31610M;1;1;0;0;7000;;51;BK31610M_1_7000
BK31610M;1;1;0;0;7000;;51;BK31610M_1_7000
BK31610M;1;1;0;0;7000;;51;BK31610M_1_7000
BK31610M;1;1;0;0;7000;;51;BK31610M_1_7000
BK32634M;1;1;0;0;7000;;51;BK32634M_1_7000
BK34351M;1;1;0;0;8000;;51;BK34351M_1_8000
BK25242M;1;1;0;0;8000;;51;BK25242M_1_8000
BK25312M;1;1;0;0;8000;;51;BK25312M_1_8000
BK28819M;1;1;0;0;8000;;51;BK28819M_1_8000
BK28819M;1;1;0;0;8000;;51;BK28819M_1_8000
BK32936M;1;1;0;0;8000;;51;BK32936M_1_8000
BK6224M;1;1;0;0;8000;;51;BK6224M_1_8000
BK9873M;1;1;0;0;8000;;51;BK9873M_1_8000
BK25238M;1;1;0;0;9000;;52;BK25238M_1_9000
BK31127M;1;1;0;0;8000;;53;BK31127M_1_8000
BK8667M;1;1;0;0;8000;;53;BK8667M_1_8000
BK8668M;1;1;0;0;8000;;53;BK8668M_1_8000
BK30901M;1;1;0;0;8500;;54;BK30901M_1_8500
BK31118M;1;1;0;0;8500;;54;BK31118M_1_8500
BK24086M;1;1;0;0;9000;;54;BK24086M_1_9000
BK27073M;1;1;0;0;8500;;54;BK27073M_1_8500
BK33725M;1;1;0;0;8500;;54;BK33725M_1_8500
BK33725M;1;1;0;0;8500;;54;BK33725M_1_8500
BK6797M;1;1;0;0;8500;;54;BK6797M_1_8500
BK25529M;1;1;0;0;8000;;55;BK25529M_1_8000
BK25632M;1;1;0;0;7500;;55;BK25632M_1_7500
BK27562M;1;1;0;0;8800;;55;BK27562M_1_8800
BK27562M;1;1;0;0;8800;;55;BK27562M_1_8800
BK29157M;1;1;0;0;10000;;55;BK29157M_1_10000
BK30423M;1;1;0;0;10000;;55;BK30423M_1_10000
BK34158M;1;1;0;0;10000;;55;BK34158M_1_10000
BK35996M;1;1;0;0;10000;;55;BK35996M_1_10000
BK6750M;1;1;0;0;10000;;55;BK6750M_1_10000
BK6750M;1;1;0;0;10000;;55;BK6750M_1_10000
BK7112M;1;1;0;0;8800;;55;BK7112M_1_8800
BK8690M;1;1;0;0;10000;;55;BK8690M_1_10000
BK8690M;1;1;0;0;10000;;55;BK8690M_1_10000
BK9429M;1;1;0;0;10000;;55;BK9429M_1_10000
BK4490M;1;1;0;0;10000;;55;BK4490M_1_10000
BK5874M;1;1;0;0;10000;;55;BK5874M_1_10000
BK5874M;1;1;0;0;10000;;55;BK5874M_1_10000
BK7112M;1;1;0;0;8800;;55;BK7112M_1_8800
BK7112M;1;1;0;0;8800;;55;BK7112M_1_8800
BK7116M;1;1;0;0;10000;;55;BK7116M_1_10000
BK7116M;1;1;0;0;10000;;55;BK7116M_1_10000
BK8530M;1;1;0;0;10000;;55;BK8530M_1_10000
BK27276M;1;1;0;0;8800;;56;BK27276M_1_8800
BK27276M;1;1;0;0;8800;;56;BK27276M_1_8800
BK32717M;1;1;0;0;8800;;56;BK32717M_1_8800
BK33513M;1;1;0;0;8800;;56;BK33513M_1_8800
BK33513M;1;1;0;0;8800;;56;BK33513M_1_8800
BK36004M;1;1;0;0;8800;;56;BK36004M_1_8800
BK6761M;1;1;0;0;8800;;56;BK6761M_1_8800
BK26434M;1;1;0;0;8800;;57;BK26434M_1_8800
BK30039M;1;1;0;0;7000;;57;BK30039M_1_7000
BK30270M;1;1;0;0;7000;;57;BK30270M_1_7000
BK30270M;1;1;0;0;7000;;57;BK30270M_1_7000
BK32481M;1;1;0;0;7000;;57;BK32481M_1_7000
BK32481M;1;1;0;0;7000;;57;BK32481M_1_7000
BK33187M;1;1;0;0;8800;;57;BK33187M_1_8800
BK33187M;1;1;0;0;8800;;57;BK33187M_1_8800
BK33188M;1;1;0;0;8800;;57;BK33188M_1_8800
BK5874M;1;1;0;0;8800;;57;BK5874M_1_8800
BK8697M;1;1;0;0;9000;;57;BK8697M_1_9000
BK25612M;1;1;0;0;9000;;57;BK25612M_1_9000
BK32924M;1;1;0;0;9000;;57;BK32924M_1_9000
BK32924M;1;1;0;0;9000;;57;BK32924M_1_9000
BK34513M;1;1;0;0;7000;;57;BK34513M_1_7000
BK7624M;1;1;0;0;9000;;57;BK7624M_1_9000
BK8540M;1;1;0;0;9000;;57;BK8540M_1_9000
BK8917M;1;1;0;0;9000;;58;BK8917M_1_9000
BK25350M;1;1;0;0;9000;;58;BK25350M_1_9000
BK27560M;1;1;0;0;9000;;58;BK27560M_1_9000
BK34182M;1;1;0;0;9000;;58;BK34182M_1_9000
BK34182M;1;1;0;0;9000;;58;BK34182M_1_9000
BK6140M;1;1;0;0;9000;;58;BK6140M_1_9000
BK25231M;1;1;0;0;10000;;60;BK25231M_1_10000
BK27896M;1;1;0;0;9500;;60;BK27896M_1_9500
BK9429M;1;1;0;0;11000;;60;BK9429M_1_11000
BK9429M;1;1;0;0;11000;;60;BK9429M_1_11000
BK30994M;1;1;0;0;9300;;60;BK30994M_1_9300
BK8344M;1;1;0;0;11000;;60;BK8344M_1_11000
BK8344M;1;1;0;0;11000;;60;BK8344M_1_11000
BK25036M;1;1;0;0;9500;;61;BK25036M_1_9500
BK24595M;1;1;0;0;10000;;62;BK24595M_1_10000
BK32715M;1;1;0;0;10000;;62;BK32715M_1_10000
BK32715M;1;1;0;0;10000;;62;BK32715M_1_10000
BK32925M;1;1;0;0;10000;;62;BK32925M_1_10000
BK32925M;1;1;0;0;10000;;62;BK32925M_1_10000
BK8550M;1;1;0;0;10000;;62;BK8550M_1_10000
BK8690M;1;1;0;0;10000;;62;BK8690M_1_10000
BK8811M;1;1;0;0;9500;;63;BK8811M_1_9500
BK26937M;1;1;0;0;10000;;63;BK26937M_1_10000
BK32414M;1;1;0;0;10000;;63;BK32414M_1_10000
BK32543M;1;1;0;0;10000;;63;BK32543M_1_10000
BK33175M;1;1;0;0;10000;;63;BK33175M_1_10000
BK4490M;1;1;0;0;10000;;64;BK4490M_1_10000
BK25363M;1;1;0;0;10000;;64;BK25363M_1_10000
BK28011M;1;1;0;0;10000;;64;BK28011M_1_10000
BK29847M;1;1;0;0;10000;;64;BK29847M_1_10000
BK30978M;1;1;0;0;10000;;64;BK30978M_1_10000
BK31400M;1;1;0;0;10000;;64;BK31400M_1_10000
BK32926M;1;1;0;0;10500;;64;BK32926M_1_10500
BK33643M;1;1;0;0;10000;;64;BK33643M_1_10000
BK34898M;1;1;0;0;10000;;64;BK34898M_1_10000
BK35997M;1;1;0;0;10000;;64;BK35997M_1_10000
BK27394M;1;1;0;0;11000;;66;BK27394M_1_11000
BK27394M;1;1;0;0;11000;;66;BK27394M_1_11000
BK32716M;1;1;0;0;11000;;66;BK32716M_1_11000
BK32716M;1;1;0;0;11000;;66;BK32716M_1_11000
BK33645M;1;1;0;0;11000;;66;BK33645M_1_11000
BK8344M;1;1;0;0;11000;;66;BK8344M_1_11000
